machine_id,line,cycle,timestamp,op_setting_1,op_setting_2,op_setting_3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,RUL,shift,is_stop,stop_duration_min,cycles_since_maintenance,vibration_rms,vibration_axial,shaft_runout_um,operator_micro_stop
CNC-11,Precision Machining,275,2026-03-23 07:03:21.852849,0.0005,0.0,100,571.114,545.024,1385.298,1702.571,13.049,23.277,565.334,2177.0944423912383,9080.328,1.151,43.96352781017041,517.992,2638.809,8052.912,8.715,0.032,308.037,2318.897,101.688,41.991,23.458,74,Evening,0,0,275,3.7072166416569754,,,
CNC-11,Precision Machining,276,2026-03-23 11:03:21.852863,0.0,-0.0003,80,454.102,736.827,1637.83,1344.916,14.834,16.95,484.307,2352.4961359223375,9045.259,1.263,47.45354223271163,514.863,2594.895,8336.086,9.081,0.03,420.123,2521.569,115.462,46.508,24.681,74,Night,0,0,276,3.699761951126261,,,
CNC-11,Precision Machining,277,2026-03-23 15:03:21.852883,0.0218,-0.0003,60,462.351,706.764,1471.258,1518.363,14.597,22.201,506.095,2281.3336329996177,7940.487,1.204,45.877719580991744,545.593,2217.899,7928.145,9.786,0.03,397.912,2690.496,99.845,39.43,22.879,74,Night,0,0,277,3.4701258697147743,,,
CNC-11,Precision Machining,278,2026-03-23 19:03:21.852903,0.0,0.0,100,494.864,719.484,1819.068,1506.142,14.144,19.683,500.951,1687.222328283004,9615.177,1.586,44.132248180038594,528.685,2504.285,7844.626,9.218,0.027,385.387,1787.18,95.257,37.014,25.284,73,Day,0,0,278,3.7472762944406672,,,
CNC-11,Precision Machining,279,2026-03-23 23:03:21.852921,-0.0087,0.0003,80,464.024,684.685,1441.738,1126.319,16.999,19.386,485.367,2479.722730029438,8314.767,1.546,44.802089984588235,535.651,2660.616,8051.187,7.694,0.025,485.068,2709.67,96.621,36.031,23.524,73,Day,0,0,279,3.857106184116312,,,
CNC-11,Precision Machining,280,2026-03-24 03:03:21.852935,0.0218,0.0003,60,468.689,602.106,1618.624,1385.393,14.008,17.956,528.166,2550.243004860135,7821.895,1.134,45.72544722055694,470.407,2310.681,8351.665,7.976,0.029,427.573,2334.185,102.419,36.9,22.257,73,Evening,0,0,280,4.051671157976477,,,
CNC-11,Precision Machining,281,2026-03-24 07:03:21.852952,-0.0087,0.0003,100,500.286,653.546,1633.067,1508.03,12.886,18.937,502.813,2110.6255019686514,9647.539,1.141,47.604465558024664,532.924,1911.74,9305.703,7.387,0.032,402.994,2607.087,86.144,38.547,22.576,72,Evening,0,0,281,4.169880807314517,,,
CNC-11,Precision Machining,282,2026-03-24 11:03:21.852971,-0.0087,0.0,80,594.207,603.266,1697.532,1349.002,13.965,23.202,631.199,2397.780858016807,10065.243,1.108,51.24637964117396,470.397,2729.479,7519.266,8.411,0.028,377.24,2216.17,99.511,37.967,18.229,72,Night,0,0,282,3.776679991251957,,,
CNC-11,Precision Machining,283,2026-03-24 15:03:21.852990,-0.0087,0.0003,100,437.214,662.825,1573.292,1199.556,16.55,18.464,583.58,1895.9635465973524,9085.122,1.447,54.385894511892,564.237,2626.496,7401.165,7.911,0.031,325.96,2869.588,96.433,31.371,26.593,72,Night,0,0,283,3.850071094288038,,,
CNC-11,Precision Machining,284,2026-03-24 19:03:21.853007,0.0,0.0003,80,478.766,736.923,1787.468,1300.094,13.98,23.211,500.651,2550.5579513420416,11013.409,1.337,36.13811708022288,522.951,2338.037,10144.4,7.974,0.028,413.728,2335.732,87.123,35.973,24.622,72,Day,0,0,284,3.6258854918733143,,,
CNC-11,Precision Machining,285,2026-03-24 23:03:21.853021,0.0,0.0003,60,597.862,511.705,1751.594,1416.896,13.08,20.572,585.496,2232.642682057595,6666.907,1.289,42.817132701688806,620.083,2587.847,7916.608,8.652,0.03,445.921,2147.294,118.327,38.392,25.096,71,Day,0,0,285,3.8874695753109645,,,
CNC-11,Precision Machining,286,2026-03-25 03:03:21.853035,0.0,0.0003,100,504.037,612.71,1392.719,1447.166,14.515,25.065,662.274,2299.4867465659017,7834.436,1.287,44.45059959511939,584.795,2329.699,7818.149,6.228,0.03,370.808,2574.989,81.064,41.064,24.668,71,Evening,0,0,286,4.015583739236808,,,
CNC-11,Precision Machining,287,2026-03-25 07:03:21.853049,-0.0087,0.0003,80,495.793,641.873,1755.227,1402.071,15.064,21.095,483.275,2401.744408785403,6824.876,1.306,47.88221658896058,606.789,2646.512,9942.292,7.699,0.032,337.282,2540.638,101.179,37.969,23.109,71,Evening,0,0,287,3.665787433010916,,,
CNC-11,Precision Machining,288,2026-03-25 11:03:21.853063,0.0005,0.0003,100,514.623,657.942,1774.843,1224.511,12.766,20.041,624.085,2196.6075469628313,8480.372,1.343,43.06823253737425,507.427,2692.244,8235.782,8.446,0.025,359.102,2246.707,93.557,41.948,28.57,70,Night,0,0,288,3.539120394007208,,,
CNC-11,Precision Machining,289,2026-03-25 15:03:21.853076,-0.0087,0.0003,100,496.188,717.008,1923.794,1221.428,16.121,24.822,576.802,2012.3261365671876,8075.819,0.95,49.16194637268234,506.01,2297.484,7382.72,8.742,0.032,362.813,2324.383,84.164,40.234,22.956,70,Night,0,0,289,3.8318512936271563,,,
CNC-11,Precision Machining,290,2026-03-25 19:03:21.853091,-0.0087,0.0,60,520.644,585.986,1484.086,1532.593,15.897,23.953,573.762,1961.894810275917,10474.141,1.261,51.715278251646794,543.79,2417.448,7444.518,8.095,0.029,383.068,2694.058,89.579,40.209,26.506,70,Day,0,0,290,3.882891512873425,,,
CNC-11,Precision Machining,291,2026-03-25 23:03:21.853105,-0.0087,0.0,60,517.383,643.456,1510.769,1228.941,14.033,23.362,597.057,2519.0918490835775,9142.015,1.303,38.777424543057556,557.882,2261.95,8233.159,8.826,0.031,440.438,2728.304,118.298,42.354,24.217,70,Day,0,0,291,3.572437012558221,,,
CNC-11,Precision Machining,292,2026-03-26 03:03:21.853119,-0.0087,0.0003,100,510.205,697.665,1728.793,1532.503,15.435,21.349,576.494,2393.81421675493,8173.487,1.312,36.289660648499755,486.622,2514.107,7089.936,9.48,0.033,368.779,2297.298,102.383,41.133,22.441,69,Evening,0,0,292,4.101538390096151,,,
CNC-11,Precision Machining,293,2026-03-26 07:03:21.853133,0.0005,0.0,60,592.722,590.658,1402.945,1196.945,12.569,22.787,652.443,2297.387650380918,11244.035,1.261,41.47544045212936,543.116,2298.952,8925.259,7.945,0.034,407.84,2622.298,101.917,36.976,22.424,69,Evening,0,0,293,3.5806902540774566,,,
CNC-11,Precision Machining,294,2026-03-26 11:03:21.853147,-0.0087,0.0,100,582.724,595.58,1470.848,1558.868,13.342,20.606,534.043,2408.4157079365827,7988.221,1.412,45.84318961289231,574.108,2319.386,8392.849,8.149,0.033,375.929,2655.801,91.317,40.091,22.111,69,Night,0,0,294,3.745927526505091,,,
CNC-11,Precision Machining,295,2026-03-26 15:03:21.853161,0.0,-0.0003,60,470.644,677.258,1334.92,1397.067,14.474,19.812,555.321,1778.9067572721892,8392.451,1.408,50.06738704650044,421.486,2343.31,9059.054,7.347,0.035,383.332,2397.677,113.043,36.366,23.401,69,Night,0,0,295,3.8345144828405395,,,
CNC-11,Precision Machining,296,2026-03-26 19:03:21.853182,-0.0087,0.0003,60,536.47,661.253,1541.131,1299.734,13.765,21.252,494.282,2178.3731448310978,9443.96,1.099,42.36439984114735,492.507,2357.155,7584.892,8.269,0.027,377.626,2212.982,104.378,43.422,27.072,68,Day,0,0,296,4.133055491167669,,,
CNC-11,Precision Machining,297,2026-03-26 23:03:21.853201,-0.0087,0.0,80,437.207,679.22,1568.271,1417.853,16.637,19.865,583.674,2027.8559938594453,9422.202,1.529,49.74052394390627,487.305,2329.172,7848.204,7.897,0.023,349.36,2165.77,103.438,36.816,24.263,68,Day,0,0,297,3.9842460036518665,,,
CNC-11,Precision Machining,298,2026-03-27 03:03:21.853215,-0.0087,0.0003,80,567.464,722.476,1461.742,1558.407,12.011,19.912,659.821,2415.8438650961652,9356.117,1.421,48.064034716926706,490.301,2514.259,8318.498,7.205,0.033,326.356,1969.248,97.27,37.095,27.935,68,Evening,0,0,298,3.7398736674720854,,,
CNC-11,Precision Machining,299,2026-03-27 07:03:21.853228,0.0005,0.0003,100,448.241,618.487,1695.926,1257.023,13.624,23.359,625.98,2789.2938482796735,7887.882,1.16,36.1543719084676,580.953,2637.522,7407.805,9.153,0.033,391.614,2665.185,106.055,37.038,22.836,67,Evening,0,0,299,3.7648798578615037,,,
CNC-11,Precision Machining,300,2026-03-27 11:03:21.853242,0.0218,0.0,100,444.502,739.244,1498.989,1549.613,15.705,19.903,559.421,1996.3506462642642,9573.835,1.172,44.03219946456167,507.634,2052.919,7333.54,9.558,0.035,344.567,2330.917,98.185,37.462,25.116,67,Night,0,0,0,4.291273874520911,,,
CNC-11,Precision Machining,301,2026-03-27 15:03:21.853256,0.0005,0.0,60,579.287,608.927,1674.533,1337.07,16.385,22.99,512.605,2348.8056252647953,8298.479,1.441,40.59854790417588,534.994,2180.028,8516.588,8.014,0.027,385.988,2508.146,88.868,35.12,24.624,67,Night,0,0,1,3.787584087332275,,,
CNC-11,Precision Machining,302,2026-03-27 19:03:21.853276,0.0,0.0,100,531.086,748.524,1296.952,1425.675,16.614,24.321,603.354,2275.458785416616,9531.323,1.275,35.80806243777537,487.057,2520.922,8760.132,8.779,0.027,397.675,2508.876,85.431,43.432,25.075,67,Day,0,0,2,3.8052262508152928,,,
CNC-11,Precision Machining,303,2026-03-27 23:03:21.853290,0.0005,-0.0003,80,515.865,624.05,1370.83,1478.618,13.679,20.845,550.65,1584.6832817691393,9541.304,1.557,47.35215184252161,502.867,2692.061,7308.466,7.91,0.031,296.506,2616.495,97.366,42.453,24.151,66,Day,0,0,3,3.6738621438078467,,,
CNC-11,Precision Machining,304,2026-03-28 03:03:21.853305,-0.0087,-0.0003,100,546.822,724.098,1634.379,1465.743,13.309,22.676,519.427,2443.2255330947155,8446.227,1.333,43.103742212684075,510.051,2105.665,8464.483,8.936,0.031,427.867,2019.008,88.058,38.08,20.771,66,Evening,0,0,4,3.9244074808757348,,,
CNC-11,Precision Machining,305,2026-03-28 07:03:21.853318,0.0218,-0.0003,80,529.732,663.103,1404.965,1493.961,15.708,21.26,546.241,2410.289016472622,10567.278,1.391,44.59488853109188,518.833,2453.611,8054.566,8.717,0.032,518.421,2252.159,100.11,45.469,18.631,66,Evening,0,0,5,3.936197921749476,,,
CNC-11,Precision Machining,306,2026-03-28 11:03:21.853332,0.0005,0.0003,80,534.053,593.286,1768.043,1445.558,15.293,27.347,517.933,2336.4656344963682,9672.077,1.217,47.07653386442285,484.397,2293.738,8670.85,8.272,0.03,439.296,2493.177,102.315,41.494,23.922,65,Night,0,0,6,3.9561567224548897,,,
CNC-11,Precision Machining,307,2026-03-28 15:03:21.853346,0.0005,0.0,60,368.734,550.995,1637.275,1452.757,17.038,20.932,439.261,2376.711383920114,10638.53,1.212,41.026560515947295,495.258,2494.917,7900.13,7.101,0.033,434.259,2470.14,87.659,37.326,25.409,65,Night,0,0,7,3.7204390502951123,,,
CNC-11,Precision Machining,308,2026-03-28 19:03:21.853360,0.0,0.0003,100,473.52,593.461,1419.945,1427.74,15.702,22.031,539.918,2320.303964325757,7647.427,1.465,47.45792018676994,504.985,2183.643,7531.702,8.165,0.034,339.098,2236.802,91.187,40.402,23.043,65,Day,0,0,8,3.530188883651594,,,
CNC-11,Precision Machining,309,2026-03-28 23:03:21.853374,-0.0087,0.0003,100,496.141,664.1,1344.437,1330.031,14.444,17.127,597.95,2425.5561138126945,8864.905,1.209,52.946101268060694,572.801,2045.493,7293.629,6.622,0.029,354.05,2478.47,108.141,34.949,23.678,65,Day,0,0,9,4.028959734383412,,,
CNC-11,Precision Machining,310,2026-03-29 03:03:21.853388,0.0218,-0.0003,100,487.183,728.662,1522.025,1494.447,14.484,23.29,525.712,2290.7351819289947,8627.523,1.315,48.38789195341487,532.67,2386.899,7204.274,7.825,0.028,424.74,2404.972,95.531,37.937,23.04,64,Evening,0,0,10,4.0226808600504445,,,
CNC-11,Precision Machining,311,2026-03-29 07:03:21.853403,0.0218,-0.0003,60,473.21,628.622,1568.761,1272.655,14.762,19.303,498.0,2535.8190902109172,8330.594,1.393,42.13233991284182,555.292,2081.62,8690.797,7.668,0.025,360.62,2361.029,88.541,39.349,22.162,64,Evening,0,0,11,3.9578545739637714,,,
CNC-11,Precision Machining,312,2026-03-29 11:03:21.853417,-0.0087,0.0003,60,505.95,620.219,1406.332,1668.724,15.871,19.198,575.471,2676.7365628806956,7862.51,1.572,41.14236383007834,462.134,2665.768,7903.055,6.998,0.033,387.811,2343.071,103.295,39.457,22.44,64,Night,0,0,12,4.147160549560533,,,
CNC-11,Precision Machining,313,2026-03-29 15:03:21.853431,0.0218,0.0,100,517.311,611.944,1400.096,1461.198,14.134,20.925,620.225,2227.6405775570133,10443.367,1.301,46.25800800839285,405.87,2707.825,8131.01,10.768,0.024,439.876,2719.262,105.834,39.537,23.577,64,Night,0,0,13,4.207345343662149,,,
CNC-11,Precision Machining,314,2026-03-29 19:03:21.853445,0.0218,0.0003,80,490.957,667.589,1565.652,1278.893,13.491,19.054,475.887,2549.1412579045013,7854.706,1.108,36.656902040957554,453.301,2422.837,8154.243,8.422,0.036,430.366,2361.202,96.076,37.546,19.017,63,Day,0,0,14,4.376702303423598,,,
CNC-11,Precision Machining,315,2026-03-29 23:03:21.853458,0.0218,0.0003,60,463.831,659.91,1534.922,1273.306,16.381,17.474,535.29,2253.020999154128,10313.252,1.57,40.266258021993366,567.823,2617.835,8266.119,6.786,0.027,411.859,2528.408,88.432,35.379,20.243,63,Day,0,0,15,3.6107203139944444,,,
CNC-11,Precision Machining,316,2026-03-30 03:03:21.853473,0.0,0.0,100,559.009,621.705,1145.846,1732.126,15.884,18.675,462.168,2042.3656570872836,7435.802,1.359,35.03132079125252,613.758,2607.073,9232.221,8.875,0.031,393.761,2641.948,85.501,37.81,21.341,63,Evening,0,0,16,4.101134250792679,,,
CNC-11,Precision Machining,317,2026-03-30 07:03:21.853486,0.0,0.0003,100,528.779,577.702,1634.605,1495.988,15.133,22.892,525.801,2006.2177682997099,9800.857,1.512,37.34860365071867,535.754,1502.0,8148.487,8.667,0.026,447.664,2397.157,111.581,49.896,21.934,62,Evening,0,0,17,3.760562519327212,,,
CNC-11,Precision Machining,318,2026-03-30 11:03:21.853501,0.0005,-0.0003,60,472.063,723.811,1566.759,1128.357,13.149,23.408,603.313,2441.4756607843537,9439.063,1.129,40.85906820102848,539.968,2546.661,8796.015,8.549,0.028,364.213,2608.723,114.074,32.348,27.53,62,Night,0,0,18,4.433368380889139,,,
CNC-11,Precision Machining,319,2026-03-30 15:03:21.853515,-0.0087,0.0,60,504.101,701.989,1492.301,1403.679,14.971,20.161,644.038,2323.718133807795,9700.361,1.222,49.685951003784666,517.76,2400.253,7273.109,7.824,0.029,353.716,2233.683,116.333,35.145,24.072,62,Night,0,0,19,4.512911519555191,,,
CNC-11,Precision Machining,320,2026-03-30 19:03:21.853528,0.0,0.0003,80,520.551,646.673,1656.679,1466.925,11.796,21.442,567.163,2336.799340251433,9623.852,1.344,42.7122508714572,588.153,2320.351,9910.364,7.099,0.031,481.548,2541.342,132.11,42.278,22.959,62,Day,0,0,20,4.555871605954854,,,
CNC-11,Precision Machining,321,2026-03-30 23:03:21.853542,0.0218,0.0003,60,533.655,738.333,1462.291,1303.542,14.14,21.971,464.775,2236.8832044248775,7946.458,1.185,41.94935973053245,431.44,2712.996,9722.645,9.494,0.027,462.118,2004.363,104.255,42.717,24.343,61,Day,0,0,21,3.7086799980713776,,,
CNC-11,Precision Machining,322,2026-03-31 03:03:21.853556,-0.0087,0.0003,80,485.423,603.848,1455.245,1208.36,12.397,22.833,505.586,2558.326967646036,7299.106,1.492,47.94450014412639,556.135,2326.363,8968.508,9.0,0.03,379.637,2191.743,92.763,36.749,25.716,61,Evening,0,0,22,4.416334108165294,,,
CNC-11,Precision Machining,323,2026-03-31 07:03:21.853570,0.0218,-0.0003,80,449.724,672.55,1529.911,1231.533,15.273,20.529,504.838,2409.006748518305,8329.339,1.366,40.962748853859665,479.612,2125.54,8573.32,6.926,0.032,417.545,2168.402,83.798,33.422,24.082,61,Evening,0,0,23,3.856110205756933,,,
CNC-11,Precision Machining,324,2026-03-31 11:03:21.853584,-0.0087,0.0,80,527.141,630.828,1791.57,1252.732,14.787,20.032,535.258,2275.500404743688,7256.65,0.972,47.315504702177854,522.9,2306.605,7724.257,6.562,0.03,360.49,2161.98,88.265,38.563,22.192,60,Night,0,0,24,4.215830928209086,,,
CNC-11,Precision Machining,325,2026-03-31 15:03:21.853598,-0.0087,-0.0003,60,440.705,753.776,1611.168,1542.176,12.987,24.413,505.413,1968.4193375895554,9882.318,1.396,39.722875994985856,534.812,2258.055,9034.529,8.23,0.027,433.212,2443.853,111.676,42.833,20.221,60,Night,0,0,25,3.8985715967305317,,,
CNC-11,Precision Machining,326,2026-03-31 19:03:21.853612,0.0218,0.0,80,569.774,642.914,1581.384,1208.633,14.036,21.386,578.859,2186.9565820868897,9526.902,1.512,36.77115526722118,516.373,2212.725,8052.619,7.966,0.032,346.508,2465.93,112.793,39.388,26.812,60,Day,0,0,26,3.9173921672272463,,,
CNC-11,Precision Machining,327,2026-03-31 23:03:21.853625,0.0218,0.0003,60,569.127,613.925,1512.086,1601.761,13.424,16.408,571.565,2210.9084118862183,7874.382,1.151,50.02807990773891,565.81,2411.603,9984.162,7.509,0.028,338.934,2504.538,111.692,31.009,25.046,60,Day,0,0,27,4.138441558627774,,,
CNC-11,Precision Machining,328,2026-04-01 03:03:21.853639,0.0005,-0.0003,100,526.287,637.09,1389.205,1342.269,15.627,26.782,582.031,2587.235910869176,10322.769,1.098,45.3440252153458,460.978,2685.723,8139.545,8.466,0.037,431.915,2485.027,92.477,31.356,22.606,59,Evening,0,0,28,4.623894203973817,,,
CNC-11,Precision Machining,329,2026-04-01 07:03:21.853653,0.0005,0.0003,80,563.127,704.707,1469.202,1232.898,16.301,21.046,592.302,2429.740214431644,8370.32,1.346,54.22275077809279,483.398,2139.788,8077.656,8.287,0.029,412.601,2537.132,101.048,41.786,26.71,59,Evening,0,0,29,4.227076015749111,,,
CNC-11,Precision Machining,330,2026-04-01 11:03:21.853667,-0.0087,-0.0003,60,504.967,545.283,1584.856,1255.117,16.571,22.533,537.396,2586.096352994617,9520.85,1.489,44.20203898231056,445.844,2241.253,7475.311,8.995,0.029,384.868,2123.204,120.174,39.88,21.935,59,Night,0,0,30,4.128278501346138,,,
CNC-11,Precision Machining,331,2026-04-01 15:03:21.853681,0.0,0.0003,60,507.687,551.789,1484.488,1386.067,14.998,23.534,576.599,2332.877072775245,8917.525,1.278,43.156811335265346,538.187,2428.275,7182.907,8.076,0.033,414.349,2389.182,92.149,34.507,23.224,59,Night,0,0,31,4.025607995155948,,,
CNC-11,Precision Machining,332,2026-04-01 19:03:21.853695,0.0218,0.0003,100,433.939,597.12,1443.246,1357.249,16.755,19.66,505.639,2265.910989371456,7820.66,1.245,34.43045657191417,507.877,2392.19,8656.338,9.079,0.027,333.835,2353.75,108.672,39.056,18.642,58,Day,0,0,32,4.031298972527237,,,
CNC-11,Precision Machining,333,2026-04-01 23:03:21.853709,0.0005,-0.0003,80,492.402,626.607,1793.605,1704.689,14.714,21.608,567.782,2526.789286144601,8288.094,1.242,43.35637627812388,534.288,2417.38,7931.937,8.783,0.029,398.956,2613.56,94.535,40.14,23.433,58,Day,0,0,33,4.217861033591349,,,
CNC-11,Precision Machining,334,2026-04-02 03:03:21.853723,-0.0087,0.0003,80,646.476,671.221,1539.87,1422.929,14.894,23.444,707.735,2093.245529572808,9263.617,1.213,46.56921593573953,544.463,2575.867,8644.665,8.465,0.027,419.682,2205.252,94.525,37.485,24.849,58,Evening,0,0,34,4.687595804152625,,,
CNC-11,Precision Machining,335,2026-04-02 07:03:21.853736,0.0,0.0,60,515.714,681.161,1556.08,1553.85,15.658,22.27,544.854,2125.415778209222,10078.651,1.28,52.23208339258114,651.338,2475.394,6711.526,9.142,0.033,443.487,2289.473,109.003,36.978,23.252,57,Evening,0,0,35,3.7464916812721367,,,
CNC-11,Precision Machining,336,2026-04-02 11:03:21.853750,0.0005,-0.0003,80,528.651,678.159,1635.802,1604.796,14.86,23.8,570.735,2413.307959429056,9804.495,1.387,37.971991110578465,520.541,2432.062,9940.978,6.86,0.032,423.257,2705.359,102.249,40.705,22.476,57,Night,0,0,36,3.809842650064119,,,
CNC-11,Precision Machining,337,2026-04-02 15:03:21.853764,0.0218,0.0003,60,535.894,590.465,1688.264,1432.416,14.753,21.636,421.797,2593.372862033373,8679.806,1.334,46.27715713780819,437.097,2321.322,6057.255,8.13,0.031,388.759,2149.951,94.43,45.349,21.301,57,Night,0,0,37,4.421635832266706,,,
CNC-11,Precision Machining,338,2026-04-02 19:03:21.853778,0.0005,0.0,100,553.104,708.219,1374.954,1563.837,15.805,19.519,566.888,1856.015709887284,8115.153,1.318,44.00662845030137,431.877,2919.073,8438.162,7.448,0.03,350.709,2568.062,82.339,40.174,23.753,57,Day,1,45,38,4.276792142210275,,,
CNC-11,Precision Machining,339,2026-04-02 23:03:21.853792,0.0,-0.0003,100,436.197,713.119,1660.948,1528.126,13.708,21.36,585.805,2523.0384942763085,11243.094,1.127,43.510093700155686,601.942,2318.708,9896.222,8.586,0.037,421.656,2059.141,82.512,38.136,22.589,56,Day,0,0,39,4.20943468274915,,,
CNC-11,Precision Machining,340,2026-04-03 03:03:21.853805,0.0005,-0.0003,80,564.319,623.517,1564.456,1363.554,13.064,20.049,560.781,2691.571632948004,10750.562,1.319,42.04665815583543,558.934,2616.671,7842.931,8.302,0.035,419.648,2045.921,94.909,39.08,23.151,56,Evening,0,0,40,3.7162708013857264,,,
CNC-11,Precision Machining,341,2026-04-03 07:03:21.853819,-0.0087,-0.0003,60,468.462,763.158,1612.728,1227.923,13.596,20.165,466.397,2290.9381080961166,8548.329,1.306,47.791498306926805,466.568,2482.931,7250.475,7.334,0.033,359.446,2529.299,108.148,38.004,24.67,56,Evening,0,0,41,4.091263350800054,,,
CNC-11,Precision Machining,342,2026-04-03 11:03:21.853833,0.0218,0.0,60,540.229,658.079,1574.286,1429.9,13.961,18.535,559.911,2423.964638818318,10258.181,1.237,41.55506925067737,439.769,2090.223,6769.036,7.163,0.028,418.772,2467.046,115.188,40.658,18.906,55,Night,0,0,42,4.539865418782213,,,
CNC-11,Precision Machining,343,2026-04-03 15:03:21.853847,-0.0087,0.0,60,526.86,748.498,1391.43,1450.429,14.056,21.221,610.508,2347.817874901875,9080.612,1.263,50.15363013834753,504.944,2391.71,7767.103,7.613,0.033,430.658,2426.422,105.041,42.9,22.552,55,Night,0,0,43,4.093207438943015,,,
CNC-11,Precision Machining,344,2026-04-03 19:03:21.853861,0.0,0.0,60,505.659,584.856,1694.624,1360.956,14.699,22.615,582.723,2071.954981235108,9602.407,1.562,44.10162422340043,590.647,1995.323,8219.338,6.727,0.033,352.072,2293.594,90.416,42.826,25.985,55,Day,0,0,44,4.116263694138473,,,
CNC-11,Precision Machining,345,2026-04-03 23:03:21.853874,-0.0087,0.0003,60,473.044,645.675,1422.076,1395.058,12.666,19.938,550.212,2552.0714288983445,8764.58,1.493,41.39158591143849,428.736,2060.914,7611.332,10.59,0.029,364.322,2485.327,114.039,40.614,22.917,55,Day,0,0,45,4.254828533909705,,,
CNC-11,Precision Machining,346,2026-04-04 03:03:21.853888,0.0005,0.0003,80,621.848,698.046,1616.295,1587.155,14.62,21.353,515.12,2139.468120648891,9030.058,1.168,50.31256708223,534.069,2320.064,8223.039,9.464,0.03,390.013,2978.935,92.142,37.967,20.006,54,Evening,0,0,46,4.1581201882864205,,,
CNC-11,Precision Machining,347,2026-04-04 07:03:21.853902,-0.0087,0.0,100,575.918,644.69,1809.237,1505.024,12.568,20.183,468.386,2122.7622068710907,6777.905,1.296,46.76729261426343,505.711,2525.47,7548.629,8.573,0.026,398.112,2492.924,101.172,37.568,25.96,54,Evening,0,0,47,4.293581244892576,,,
CNC-11,Precision Machining,348,2026-04-04 11:03:21.853916,0.0,0.0003,60,517.965,665.817,1710.092,1528.907,13.883,24.084,552.925,2613.9053338650738,9455.795,1.283,42.68408605293209,458.549,2391.027,6878.941,8.006,0.029,342.382,2020.33,99.215,33.147,18.54,54,Night,0,0,48,3.8903517495348745,,,
CNC-11,Precision Machining,349,2026-04-04 15:03:21.853930,0.0218,0.0,80,543.941,657.805,1614.389,1398.042,15.247,20.219,507.929,2853.2776145980756,9471.7,1.204,48.48148188835679,530.383,2302.235,7951.434,7.446,0.029,398.856,2601.046,91.582,41.093,24.073,54,Night,0,0,49,4.509590637096798,,,
CNC-11,Precision Machining,350,2026-04-04 19:03:21.853944,0.0,-0.0003,100,595.103,643.833,1684.235,1500.406,13.582,20.331,496.405,2115.0107544172,8844.625,1.327,50.9120220631274,510.609,1994.409,8985.235,9.302,0.029,333.024,2371.552,95.748,43.216,28.706,53,Day,0,0,50,4.438885090438055,,,
CNC-11,Precision Machining,351,2026-04-04 23:03:21.853958,0.0,-0.0003,60,534.317,670.775,1646.737,1438.378,12.562,19.885,546.92,2300.3047019512087,9256.744,1.249,36.6165463497505,529.237,2761.572,7708.501,8.773,0.035,475.472,2255.574,105.303,35.798,23.989,53,Day,0,0,51,4.203756920168091,,,
CNC-11,Precision Machining,352,2026-04-05 03:03:21.853972,-0.0087,0.0,100,472.284,627.553,1863.366,1626.559,16.456,21.581,603.76,2610.452151186615,9339.418,1.088,42.81355109853659,474.628,2266.638,6755.144,7.399,0.025,413.508,2955.029,85.09,40.093,21.823,53,Evening,0,0,52,3.906947263668418,,,
CNC-11,Precision Machining,353,2026-04-05 07:03:21.853986,0.0005,-0.0003,80,546.368,650.493,1532.434,1406.446,13.412,22.804,646.792,2712.997024307875,9066.343,1.41,42.74002316243677,535.9,2384.123,8210.162,8.744,0.032,418.446,2273.521,103.711,38.05,23.808,52,Evening,0,0,53,3.9762731873947716,,,
CNC-11,Precision Machining,354,2026-04-05 11:03:21.854001,0.0218,0.0,80,492.382,630.377,1216.513,1594.005,14.132,24.653,557.958,2361.902463088258,10653.226,1.452,35.12459377178161,603.021,2112.459,8438.572,9.293,0.031,352.723,2565.997,99.298,44.777,24.738,52,Night,0,0,54,4.261904342238907,,,
CNC-11,Precision Machining,355,2026-04-05 15:03:21.854014,-0.0087,0.0,60,547.849,681.181,1733.497,1391.581,16.083,26.675,635.801,2466.3407346571225,9082.389,1.27,42.89649647450848,572.772,2331.496,7985.538,6.843,0.033,418.612,2517.357,104.557,43.359,20.721,52,Night,0,0,55,4.3619177722530456,,,
CNC-11,Precision Machining,356,2026-04-05 19:03:21.854028,0.0,0.0003,60,453.993,636.982,1585.665,1498.997,14.186,19.49,578.099,2457.2395534654697,9736.479,1.263,45.4216082522353,424.756,2407.778,9606.575,8.923,0.027,354.162,2558.3,111.356,33.813,20.021,52,Day,0,0,56,4.214444760305292,,,
CNC-11,Precision Machining,357,2026-04-05 23:03:21.854042,-0.0087,-0.0003,80,474.689,724.22,1750.857,1294.768,16.611,20.772,631.477,2557.917809995129,10790.758,1.135,46.47614640246748,462.975,2017.098,8275.829,7.869,0.027,418.244,2233.332,94.482,36.278,22.854,51,Day,0,0,57,4.072689192658378,,,
CNC-11,Precision Machining,358,2026-04-06 03:03:21.854056,0.0005,0.0003,60,542.635,774.761,1443.117,1437.761,16.937,20.996,609.228,2363.086605541555,8917.589,1.252,40.92670135415024,509.642,2699.287,8055.441,7.188,0.031,354.874,2727.554,91.84,35.973,22.708,51,Evening,0,0,58,4.308679955100135,,,
